timestamp,limestone_feed_tph,clay_feed_tph,iron_ore_feed_tph,gypsum_feed_tph,laterite_feed_tph,limestone_moisture_pct,clay_moisture_pct,avg_particle_size_mm,CaO_pct,SiO2_pct,Al2O3_pct,Fe2O3_pct,MgO_pct,crusher_power_kw,conveyor_speed_mps,CO2_emission_kgph,dust_concentration_mgpm3,crusher_status,energy_consumption_kwh,moisture_content_pct
2025-09-18 00:00:00,329.26,76.56,11.64,6.22,5.45,3.7,12.69,34.54,44.47,12.51,4.54,2.16,1.17,348.77,1.28,213.84,39.59,1,176.91,14.28
2025-09-18 01:00:00,247.78,57.26,12.92,3.98,4.15,5.62,14.45,43.61,43.86,12.4,3.83,2.57,1.33,426.2,1.65,174.24,38.09,1,104.28,6.71
2025-09-18 02:00:00,307.96,53.83,12.64,5.24,4.46,3.73,8.63,47.47,44.79,12.93,2.25,3.73,0.94,447.48,1.44,201.66,34.32,1,123.94,9.09
2025-09-18 03:00:00,293.75,44.25,10.52,4.79,3.75,5.73,11.35,23.18,43.3,12.66,3.6,2.79,1.17,438.63,2.3,243.53,68.38,1,192.87,12.47
2025-09-18 04:00:00,325.2,52.92,11.1,4.89,4.21,5.24,13.26,23.11,42.29,14.0,2.82,3.05,1.37,326.55,1.01,217.47,54.02,0,140.5,11.18
2025-09-18 05:00:00,232.87,61.81,7.76,3.69,5.74,3.83,8.65,40.01,44.37,12.61,3.07,3.39,1.64,313.75,2.04,223.14,57.64,0,153.11,13.28
2025-09-18 06:00:00,219.77,40.03,6.36,3.88,2.33,4.83,11.48,28.93,42.11,14.85,3.93,2.3,1.09,341.84,1.12,171.21,55.79,0,161.46,11.8
2025-09-18 07:00:00,244.67,51.83,11.86,3.65,2.84,3.72,14.12,31.63,43.63,13.52,3.38,2.31,1.59,392.3,1.58,218.61,32.07,0,166.36,12.51
2025-09-18 08:00:00,327.7,48.99,7.08,4.89,2.61,4.79,9.63,30.47,43.36,12.37,3.63,3.82,1.85,430.9,1.07,203.67,54.45,0,104.14,12.29
2025-09-18 09:00:00,227.58,61.63,11.53,4.28,2.16,5.54,8.22,20.08,44.38,14.56,2.32,2.26,1.45,377.13,1.05,195.1,60.4,0,177.08,10.5
2025-09-18 10:00:00,317.12,41.9,14.93,5.13,2.08,5.23,12.05,39.14,44.44,12.86,2.68,3.2,0.58,435.01,2.36,187.28,73.94,1,154.45,14.19
2025-09-18 11:00:00,231.8,66.05,13.03,3.67,4.42,4.78,9.62,40.16,43.8,14.86,3.36,2.28,0.89,438.05,1.87,171.01,30.73,1,175.22,5.84
2025-09-18 12:00:00,265.64,73.99,8.13,4.41,5.56,4.52,8.68,29.95,43.19,14.6,3.92,3.89,1.52,346.81,2.45,184.67,67.47,1,197.98,9.75
2025-09-18 13:00:00,325.81,43.69,6.89,7.42,5.6,4.2,10.84,40.27,44.57,12.24,4.45,3.39,1.01,393.61,1.34,242.88,31.94,0,147.51,12.22
2025-09-18 14:00:00,229.66,67.89,8.93,6.4,5.34,3.08,10.85,28.97,42.88,14.53,2.9,3.6,0.93,447.34,1.27,207.24,49.13,0,152.09,14.66
